Tarefa;T1-AntesDoEnvio;T2-AposReceberResposta
1621;1520719767128;1520719767457
1622;1520719767457;1520719767785
1623;1520719767786;1520719768115
1624;1520719768115;1520719768444
1625;1520719768444;1520719768772
1626;1520719768772;1520719769098
1627;1520719769098;1520719769423
1628;1520719769423;1520719769754
1629;1520719769754;1520719770084
1630;1520719770085;1520719770410
1631;1520719770411;1520719770735
1632;1520719770735;1520719771062
1633;1520719771062;1520719771390
1634;1520719771391;1520719771716
1635;1520719771716;1520719772045
1636;1520719772045;1520719772371
1637;1520719772372;1520719772700
1638;1520719772700;1520719773150
1639;1520719773150;1520719773502
1640;1520719773502;1520719773899
1641;1520719773899;1520719774251
1642;1520719774251;1520719774585
1643;1520719774585;1520719774917
1644;1520719774917;1520719775256
1645;1520719775256;1520719775599
1646;1520719775599;1520719775929
1647;1520719775929;1520719776261
1648;1520719776261;1520719776592
1649;1520719776592;1520719776917
1650;1520719776918;1520719777244
1651;1520719777244;1520719777574
1652;1520719777574;1520719777901
1653;1520719777902;1520719778236
1654;1520719778236;1520719778561
1655;1520719778562;1520719778887
1656;1520719778887;1520719779214
1657;1520719779215;1520719779546
1658;1520719779547;1520719779878
1659;1520719779879;1520719780208
1660;1520719780208;1520719780544
1661;1520719780545;1520719780878
1662;1520719780879;1520719781207
1663;1520719781207;1520719781545
1664;1520719781545;1520719781879
1665;1520719781880;1520719782209
1666;1520719782209;1520719782539
1667;1520719782540;1520719782867
1668;1520719782868;1520719783193
1669;1520719783194;1520719783523
1670;1520719783523;1520719783858
1671;1520719783858;1520719784186
1672;1520719784187;1520719784517
1673;1520719784518;1520719784852
1674;1520719784852;1520719785184
1675;1520719785184;1520719785513
1676;1520719785513;1520719785836
1677;1520719785837;1520719786170
1678;1520719786170;1520719786497
1679;1520719786497;1520719786823
1680;1520719786823;1520719787150
1681;1520719787151;1520719787477
1682;1520719787477;1520719787805
1683;1520719787805;1520719788137
1684;1520719788138;1520719788483
1685;1520719788484;1520719788817
1686;1520719788817;1520719789143
1687;1520719789143;1520719789468
1688;1520719789468;1520719789793
1689;1520719789794;1520719790126
1690;1520719790126;1520719790457
1691;1520719790457;1520719790780
1692;1520719790780;1520719791105
1693;1520719791105;1520719791430
1694;1520719791430;1520719791752
1695;1520719791754;1520719792078
1696;1520719792079;1520719792404
1697;1520719792404;1520719792731
1698;1520719792732;1520719793058
1699;1520719793058;1520719793383
1700;1520719793383;1520719793709
1701;1520719793709;1520719794033
1702;1520719794034;1520719794358
1703;1520719794358;1520719794685
1704;1520719794686;1520719795010
1705;1520719795010;1520719795336
1706;1520719795336;1520719795715
1707;1520719795715;1520719796042
1708;1520719796042;1520719796366
1709;1520719796367;1520719796690
1710;1520719796690;1520719797017
1711;1520719797018;1520719797342
1712;1520719797342;1520719797672
1713;1520719797672;1520719797998
1714;1520719797998;1520719798327
1715;1520719798327;1520719798651
1716;1520719798652;1520719798977
1717;1520719798977;1520719799303
1718;1520719799303;1520719799629
1719;1520719799629;1520719799953
1720;1520719799953;1520719800278
1721;1520719800279;1520719800600
1722;1520719800600;1520719800929
1723;1520719800929;1520719801254
1724;1520719801254;1520719801579
1725;1520719801580;1520719801907
1726;1520719801907;1520719802229
1727;1520719802229;1520719802553
1728;1520719802553;1520719802880
1729;1520719802880;1520719803205
1730;1520719803205;1520719803530
1731;1520719803530;1520719803853
1732;1520719803853;1520719804180
1733;1520719804180;1520719804503
1734;1520719804504;1520719804828
1735;1520719804828;1520719805155
1736;1520719805156;1520719805479
1737;1520719805479;1520719805801
1738;1520719805802;1520719806130
1739;1520719806130;1520719806453
1740;1520719806453;1520719806778
1741;1520719806778;1520719807101
1742;1520719807101;1520719807427
1743;1520719807427;1520719807752
1744;1520719807752;1520719808075
1745;1520719808075;1520719808399
1746;1520719808399;1520719808723
1747;1520719808723;1520719809047
1748;1520719809047;1520719809371
1749;1520719809371;1520719809693
1750;1520719809693;1520719810017
1751;1520719810018;1520719810341
1752;1520719810341;1520719810667
1753;1520719810667;1520719810991
1754;1520719810991;1520719811317
1755;1520719811317;1520719811650
1756;1520719811650;1520719811970
1757;1520719811970;1520719812291
1758;1520719812291;1520719812613
1759;1520719812613;1520719812933
1760;1520719812933;1520719813256
1761;1520719813257;1520719813583
1762;1520719813583;1520719813908
1763;1520719813908;1520719814234
1764;1520719814234;1520719814558
1765;1520719814558;1520719814880
1766;1520719814881;1520719815201
1767;1520719815201;1520719815522
1768;1520719815523;1520719815847
1769;1520719815848;1520719816170
1770;1520719816170;1520719816496
1771;1520719816496;1520719816817
1772;1520719816817;1520719817143
1773;1520719817143;1520719817474
1774;1520719817474;1520719817803
1775;1520719817804;1520719818127
1776;1520719818128;1520719818448
1777;1520719818449;1520719818774
1778;1520719818774;1520719819096
1779;1520719819096;1520719819420
1780;1520719819420;1520719819743
1781;1520719819743;1520719820061
1782;1520719820061;1520719820386
1783;1520719820387;1520719820707
1784;1520719820707;1520719821033
1785;1520719821034;1520719821360
1786;1520719821360;1520719821688
1787;1520719821688;1520719822010
1788;1520719822010;1520719822330
1789;1520719822331;1520719822652
1790;1520719822653;1520719822974
1791;1520719822974;1520719823298
1792;1520719823298;1520719823618
1793;1520719823619;1520719823939
1794;1520719823940;1520719824259
1795;1520719824260;1520719824598
1796;1520719824598;1520719824919
1797;1520719824920;1520719825240
1798;1520719825240;1520719825560
1799;1520719825560;1520719825882
1800;1520719825883;1520719826204
1801;1520719826204;1520719826528
1802;1520719826528;1520719826851
1803;1520719826851;1520719827171
1804;1520719827172;1520719827495
1805;1520719827495;1520719827817
1806;1520719827817;1520719828136
1807;1520719828137;1520719828457
1808;1520719828457;1520719828786
1809;1520719828787;1520719829109
1810;1520719829109;1520719829430
1811;1520719829430;1520719829751
1812;1520719829752;1520719830074
1813;1520719830075;1520719830399
1814;1520719830399;1520719830718
1815;1520719830719;1520719831039
1816;1520719831039;1520719831359
1817;1520719831359;1520719831678
1818;1520719831679;1520719831999
1819;1520719831999;1520719832322
1820;1520719832322;1520719832658
1821;1520719832659;1520719832982
1822;1520719832982;1520719833302
1823;1520719833303;1520719833626
1824;1520719833626;1520719833946
1825;1520719833946;1520719834264
1826;1520719834264;1520719834587
1827;1520719834587;1520719834908
1828;1520719834908;1520719835229
1829;1520719835230;1520719835553
1830;1520719835553;1520719835874
1831;1520719835875;1520719836192
1832;1520719836192;1520719836530
1833;1520719836530;1520719836887
1834;1520719836887;1520719837207
1835;1520719837207;1520719837528
1836;1520719837528;1520719837849
1837;1520719837849;1520719838171
1838;1520719838171;1520719838491
1839;1520719838491;1520719838811
1840;1520719838811;1520719839130
1841;1520719839130;1520719839447
1842;1520719839448;1520719839770
1843;1520719839770;1520719840095
1844;1520719840095;1520719840425
1845;1520719840425;1520719840766
1846;1520719840766;1520719841092
1847;1520719841092;1520719841422
1848;1520719841422;1520719841743
1849;1520719841743;1520719842064
1850;1520719842064;1520719842415
1851;1520719842416;1520719842761
1852;1520719842761;1520719843096
1853;1520719843097;1520719843416
1854;1520719843417;1520719843736
1855;1520719843736;1520719844051
1856;1520719844052;1520719844372
1857;1520719844372;1520719844688
1858;1520719844689;1520719845007
1859;1520719845007;1520719845324
1860;1520719845325;1520719845640
1861;1520719845641;1520719845959
1862;1520719845959;1520719846278
1863;1520719846278;1520719846596
1864;1520719846596;1520719846915
1865;1520719846915;1520719847233
1866;1520719847233;1520719847549
1867;1520719847550;1520719847869
1868;1520719847869;1520719848184
1869;1520719848185;1520719848502
1870;1520719848503;1520719848820
1871;1520719848820;1520719849139
1872;1520719849139;1520719849456
1873;1520719849456;1520719849781
1874;1520719849782;1520719850101
1875;1520719850102;1520719850421
1876;1520719850421;1520719850737
1877;1520719850737;1520719851057
1878;1520719851057;1520719851376
1879;1520719851376;1520719851692
1880;1520719851692;1520719852011
1881;1520719852012;1520719852331
1882;1520719852332;1520719852649
1883;1520719852649;1520719852964
1884;1520719852965;1520719853281
1885;1520719853281;1520719853602
1886;1520719853602;1520719853922
1887;1520719853923;1520719854239
1888;1520719854239;1520719854557
1889;1520719854558;1520719854876
1890;1520719854877;1520719855194
1891;1520719855194;1520719855547
1892;1520719855547;1520719855869
1893;1520719855870;1520719856190
1894;1520719856190;1520719856506
1895;1520719856507;1520719856826
1896;1520719856826;1520719857142
1897;1520719857143;1520719857461
1898;1520719857461;1520719857779
1899;1520719857780;1520719858096
1900;1520719858097;1520719858414
1901;1520719858414;1520719858731
1902;1520719858732;1520719859048
1903;1520719859049;1520719859369
1904;1520719859369;1520719859690
1905;1520719859690;1520719860007
1906;1520719860007;1520719860326
1907;1520719860326;1520719860643
1908;1520719860643;1520719860960
1909;1520719860960;1520719861275
1910;1520719861275;1520719861595
1911;1520719861595;1520719861913
1912;1520719861914;1520719862231
1913;1520719862231;1520719862545
1914;1520719862546;1520719862884
1915;1520719862885;1520719863208
1916;1520719863208;1520719863533
1917;1520719863534;1520719863848
1918;1520719863848;1520719864163
1919;1520719864164;1520719864482
1920;1520719864482;1520719864801
1921;1520719864801;1520719865117
1922;1520719865117;1520719865436
1923;1520719865436;1520719865751
1924;1520719865751;1520719866067
1925;1520719866068;1520719866386
1926;1520719866386;1520719866703
1927;1520719866703;1520719867021
1928;1520719867021;1520719867342
1929;1520719867343;1520719867658
1930;1520719867659;1520719867975
1931;1520719867975;1520719868294
1932;1520719868294;1520719868613
1933;1520719868613;1520719868933
1934;1520719868933;1520719869246
1935;1520719869246;1520719869561
1936;1520719869561;1520719869877
1937;1520719869878;1520719870197
1938;1520719870197;1520719870514
1939;1520719870515;1520719870829
1940;1520719870829;1520719871145
1941;1520719871145;1520719871461
1942;1520719871462;1520719871777
1943;1520719871778;1520719872093
1944;1520719872093;1520719872413
1945;1520719872413;1520719872727
1946;1520719872728;1520719873046
1947;1520719873047;1520719873361
1948;1520719873362;1520719873684
1949;1520719873685;1520719873998
1950;1520719873998;1520719874311
1951;1520719874311;1520719874624
1952;1520719874625;1520719874942
1953;1520719874942;1520719875256
1954;1520719875256;1520719875570
1955;1520719875570;1520719875893
1956;1520719875893;1520719876222
1957;1520719876222;1520719876545
1958;1520719876546;1520719876863
1959;1520719876864;1520719877182
1960;1520719877182;1520719877498
1961;1520719877498;1520719877812
1962;1520719877812;1520719878130
1963;1520719878130;1520719878445
1964;1520719878445;1520719878760
1965;1520719878760;1520719879076
1966;1520719879076;1520719879394
1967;1520719879394;1520719879712
1968;1520719879713;1520719880028
1969;1520719880028;1520719880343
1970;1520719880344;1520719880659
1971;1520719880659;1520719880982
1972;1520719880982;1520719881293
1973;1520719881293;1520719881611
1974;1520719881612;1520719881927
1975;1520719881927;1520719882241
1976;1520719882241;1520719882559
1977;1520719882560;1520719882871
1978;1520719882871;1520719883184
1979;1520719883185;1520719883500
1980;1520719883500;1520719883814
1981;1520719883814;1520719884132
1982;1520719884132;1520719884457
1983;1520719884458;1520719884776
1984;1520719884777;1520719885086
1985;1520719885086;1520719885401
1986;1520719885402;1520719885716
1987;1520719885717;1520719886033
1988;1520719886033;1520719886349
1989;1520719886349;1520719886665
1990;1520719886665;1520719886979
1991;1520719886979;1520719887294
1992;1520719887294;1520719887613
1993;1520719887613;1520719887931
1994;1520719887931;1520719888252
1995;1520719888252;1520719888566
1996;1520719888567;1520719888891
1997;1520719888892;1520719889204
1998;1520719889205;1520719889521
1999;1520719889521;1520719889838
2000;1520719889839;1520719890155
2001;1520719890155;1520719890467
2002;1520719890468;1520719890781
2003;1520719890781;1520719891098
2004;1520719891098;1520719891411
2005;1520719891411;1520719891724
2006;1520719891724;1520719892037
2007;1520719892037;1520719892352
2008;1520719892352;1520719892665
2009;1520719892666;1520719892983
2010;1520719892983;1520719893295
2011;1520719893295;1520719893611
2012;1520719893611;1520719893924
2013;1520719893924;1520719894238
2014;1520719894239;1520719894552
2015;1520719894552;1520719894866
2016;1520719894866;1520719895182
2017;1520719895182;1520719895495
2018;1520719895495;1520719895810
2019;1520719895810;1520719896123
2020;1520719896123;1520719896439
2021;1520719896439;1520719896750
2022;1520719896750;1520719897063
2023;1520719897063;1520719897379
2024;1520719897380;1520719897691
2025;1520719897691;1520719898003
2026;1520719898003;1520719898316
2027;1520719898317;1520719898632
2028;1520719898633;1520719898948
2029;1520719898948;1520719899260
2030;1520719899260;1520719899576
2031;1520719899576;1520719899889
2032;1520719899890;1520719900202
2033;1520719900203;1520719900512
2034;1520719900513;1520719900830
2035;1520719900831;1520719901140
2036;1520719901140;1520719901452
2037;1520719901452;1520719901763
2038;1520719901763;1520719902073
2039;1520719902073;1520719902388
2040;1520719902388;1520719902701
2041;1520719902701;1520719903011
2042;1520719903011;1520719903324
2043;1520719903324;1520719903638
2044;1520719903638;1520719903950
2045;1520719903950;1520719904262
2046;1520719904262;1520719904574
2047;1520719904575;1520719904889
2048;1520719904889;1520719905201
2049;1520719905201;1520719905516
2050;1520719905517;1520719905828
2051;1520719905828;1520719906138
2052;1520719906138;1520719906450
2053;1520719906450;1520719906763
2054;1520719906764;1520719907074
2055;1520719907074;1520719907385
2056;1520719907386;1520719907698
2057;1520719907698;1520719908011
2058;1520719908011;1520719908324
2059;1520719908324;1520719908636
2060;1520719908637;1520719908950
2061;1520719908950;1520719909267
2062;1520719909267;1520719909579
2063;1520719909579;1520719909887
2064;1520719909888;1520719910199
2065;1520719910199;1520719910508
2066;1520719910508;1520719910820
2067;1520719910821;1520719911131
2068;1520719911131;1520719911450
2069;1520719911450;1520719911761
2070;1520719911761;1520719912072
2071;1520719912072;1520719912379
2072;1520719912379;1520719912692
2073;1520719912692;1520719913004
2074;1520719913005;1520719913317
2075;1520719913317;1520719913631
2076;1520719913632;1520719913948
2077;1520719913949;1520719914259
2078;1520719914259;1520719914574
2079;1520719914575;1520719914884
2080;1520719914884;1520719915201
2081;1520719915201;1520719915545
2082;1520719915545;1520719915860
2083;1520719915860;1520719916171
2084;1520719916172;1520719916486
2085;1520719916486;1520719916798
2086;1520719916799;1520719917112
2087;1520719917112;1520719917426
2088;1520719917426;1520719917736
2089;1520719917736;1520719918047
2090;1520719918047;1520719918360
2091;1520719918360;1520719918672
2092;1520719918672;1520719918986
2093;1520719918986;1520719919297
2094;1520719919297;1520719919606
2095;1520719919606;1520719919915
2096;1520719919915;1520719920228
2097;1520719920228;1520719920547
2098;1520719920547;1520719920858
2099;1520719920859;1520719921170
2100;1520719921170;1520719921480
2101;1520719921480;1520719921792
2102;1520719921793;1520719922102
2103;1520719922102;1520719922411
2104;1520719922412;1520719922719
2105;1520719922720;1520719923029
2106;1520719923029;1520719923340
2107;1520719923341;1520719923652
2108;1520719923653;1520719923961
2109;1520719923961;1520719924272
2110;1520719924273;1520719924585
2111;1520719924585;1520719924902
2112;1520719924903;1520719925212
2113;1520719925212;1520719925521
2114;1520719925522;1520719925833
2115;1520719925833;1520719926138
2116;1520719926139;1520719926452
2117;1520719926453;1520719926765
2118;1520719926765;1520719927076
2119;1520719927076;1520719927389
2120;1520719927389;1520719927699
2121;1520719927699;1520719928016
2122;1520719928016;1520719928324
2123;1520719928324;1520719928634
2124;1520719928634;1520719928942
2125;1520719928942;1520719929251
2126;1520719929251;1520719929562
2127;1520719929562;1520719929873
2128;1520719929873;1520719930183
2129;1520719930183;1520719930490
2130;1520719930490;1520719930799
2131;1520719930799;1520719931111
2132;1520719931111;1520719931421
2133;1520719931421;1520719931731
2134;1520719931731;1520719932043
2135;1520719932043;1520719932354
2136;1520719932354;1520719932665
2137;1520719932665;1520719932975
2138;1520719932976;1520719933284
2139;1520719933284;1520719933596
2140;1520719933596;1520719933907
2141;1520719933907;1520719934216
2142;1520719934216;1520719934522
2143;1520719934522;1520719934836
2144;1520719934836;1520719935142
2145;1520719935142;1520719935449
2146;1520719935449;1520719935757
2147;1520719935757;1520719936066
2148;1520719936068;1520719936375
2149;1520719936375;1520719936685
2150;1520719936686;1520719936993
2151;1520719936993;1520719937301
2152;1520719937301;1520719937610
2153;1520719937610;1520719937918
2154;1520719937918;1520719938226
2155;1520719938226;1520719938533
2156;1520719938533;1520719938838
2157;1520719938838;1520719939145
2158;1520719939145;1520719939454
2159;1520719939455;1520719939766
2160;1520719939766;1520719940077
2161;1520719940078;1520719940391
2162;1520719940392;1520719940699
2163;1520719940699;1520719941008
2164;1520719941008;1520719941319
2165;1520719941319;1520719941630
2166;1520719941631;1520719941938
2167;1520719941939;1520719942244
2168;1520719942244;1520719942552
2169;1520719942553;1520719942878
2170;1520719942878;1520719943186
2171;1520719943186;1520719943495
2172;1520719943495;1520719943801
2173;1520719943801;1520719944108
2174;1520719944108;1520719944418
2175;1520719944418;1520719944727
2176;1520719944728;1520719945037
2177;1520719945037;1520719945347
2178;1520719945347;1520719945656
2179;1520719945657;1520719945962
2180;1520719945962;1520719946266
2181;1520719946266;1520719946574
2182;1520719946574;1520719946887
2183;1520719946887;1520719947192
2184;1520719947192;1520719947501
2185;1520719947502;1520719947810
2186;1520719947810;1520719948115
2187;1520719948116;1520719948422
2188;1520719948423;1520719948729
2189;1520719948729;1520719949034
2190;1520719949034;1520719949338
2191;1520719949338;1520719949644
2192;1520719949644;1520719949953
2193;1520719949953;1520719950260
2194;1520719950260;1520719950567
2195;1520719950568;1520719950877
2196;1520719950877;1520719951185
2197;1520719951185;1520719951493
2198;1520719951493;1520719951801
2199;1520719951801;1520719952108
2200;1520719952108;1520719952417
2201;1520719952418;1520719952723
2202;1520719952723;1520719953033
2203;1520719953033;1520719953340
2204;1520719953341;1520719953649
2205;1520719953650;1520719953955
2206;1520719953956;1520719954270
2207;1520719954270;1520719954572
2208;1520719954572;1520719954882
2209;1520719954882;1520719955185
2210;1520719955186;1520719955493
2211;1520719955493;1520719955800
2212;1520719955800;1520719956107
2213;1520719956108;1520719956416
2214;1520719956416;1520719956726
2215;1520719956727;1520719957034
2216;1520719957034;1520719957340
2217;1520719957340;1520719957646
2218;1520719957646;1520719957952
2219;1520719957953;1520719958259
2220;1520719958260;1520719958564
2221;1520719958564;1520719958871
2222;1520719958871;1520719959177
2223;1520719959178;1520719959485
2224;1520719959485;1520719959788
2225;1520719959788;1520719960093
2226;1520719960094;1520719960399
2227;1520719960400;1520719960705
2228;1520719960705;1520719961010
2229;1520719961010;1520719961315
2230;1520719961316;1520719961625
2231;1520719961626;1520719961932
2232;1520719961932;1520719962238
2233;1520719962239;1520719962546
2234;1520719962546;1520719962851
2235;1520719962851;1520719963157
2236;1520719963157;1520719963461
2237;1520719963462;1520719963766
2238;1520719963766;1520719964069
2239;1520719964069;1520719964372
2240;1520719964372;1520719964681
2241;1520719964682;1520719964985
2242;1520719964985;1520719965290
2243;1520719965290;1520719965596
2244;1520719965596;1520719965901
2245;1520719965901;1520719966203
2246;1520719966203;1520719966510
2247;1520719966511;1520719966814
2248;1520719966815;1520719967121
2249;1520719967121;1520719967427
2250;1520719967427;1520719967731
2251;1520719967731;1520719968038
2252;1520719968038;1520719968342
2253;1520719968342;1520719968650
2254;1520719968650;1520719968955
2255;1520719968955;1520719969255
2256;1520719969255;1520719969561
2257;1520719969561;1520719969868
2258;1520719969868;1520719970171
2259;1520719970172;1520719970476
2260;1520719970476;1520719970780
2261;1520719970781;1520719971086
2262;1520719971086;1520719971397
2263;1520719971397;1520719971697
2264;1520719971697;1520719972003
2265;1520719972003;1520719972305
2266;1520719972305;1520719972607
2267;1520719972607;1520719972910
2268;1520719972911;1520719973216
2269;1520719973216;1520719973523
2270;1520719973523;1520719973825
2271;1520719973825;1520719974129
2272;1520719974129;1520719974433
2273;1520719974433;1520719974741
2274;1520719974741;1520719975047
2275;1520719975047;1520719975353
2276;1520719975354;1520719975693
2277;1520719975693;1520719975999
2278;1520719975999;1520719976302
2279;1520719976302;1520719976604
2280;1520719976604;1520719976909
2281;1520719976909;1520719977215
2282;1520719977215;1520719977523
2283;1520719977524;1520719977828
2284;1520719977829;1520719978134
2285;1520719978134;1520719978439
2286;1520719978439;1520719978776
2287;1520719978777;1520719979084
2288;1520719979085;1520719979401
2289;1520719979402;1520719979715
2290;1520719979715;1520719980020
2291;1520719980021;1520719980324
2292;1520719980324;1520719980629
2293;1520719980629;1520719980935
2294;1520719980935;1520719981244
2295;1520719981244;1520719981548
2296;1520719981548;1520719981857
2297;1520719981857;1520719982162
2298;1520719982162;1520719982467
2299;1520719982467;1520719982770
2300;1520719982771;1520719983075
2301;1520719983076;1520719983381
2302;1520719983381;1520719983685
2303;1520719983686;1520719983986
2304;1520719983986;1520719984290
2305;1520719984290;1520719984596
2306;1520719984596;1520719984904
2307;1520719984904;1520719985207
2308;1520719985208;1520719985513
2309;1520719985513;1520719985817
2310;1520719985818;1520719986120
2311;1520719986120;1520719986422
2312;1520719986422;1520719986727
2313;1520719986727;1520719987036
2314;1520719987037;1520719987337
2315;1520719987337;1520719987642
2316;1520719987642;1520719987944
2317;1520719987945;1520719988248
2318;1520719988249;1520719988551
2319;1520719988552;1520719988850
2320;1520719988850;1520719989155
2321;1520719989156;1520719989457
2322;1520719989458;1520719989761
2323;1520719989762;1520719990066
2324;1520719990067;1520719990366
2325;1520719990366;1520719990667
2326;1520719990668;1520719990972
2327;1520719990973;1520719991272
2328;1520719991273;1520719991574
2329;1520719991575;1520719991876
2330;1520719991876;1520719992177
2331;1520719992177;1520719992479
2332;1520719992480;1520719992786
2333;1520719992786;1520719993087
2334;1520719993087;1520719993387
2335;1520719993387;1520719993688
2336;1520719993688;1520719993991
2337;1520719993991;1520719994291
2338;1520719994291;1520719994592
2339;1520719994593;1520719994899
2340;1520719994899;1520719995198
2341;1520719995199;1520719995503
2342;1520719995503;1520719995803
2343;1520719995803;1520719996104
2344;1520719996104;1520719996407
2345;1520719996408;1520719996708
2346;1520719996708;1520719997009
2347;1520719997009;1520719997309
2348;1520719997309;1520719997611
2349;1520719997611;1520719997913
2350;1520719997913;1520719998218
2351;1520719998218;1520719998518
2352;1520719998518;1520719998817
2353;1520719998818;1520719999119
2354;1520719999120;1520719999419
2355;1520719999419;1520719999722
2356;1520719999722;1520720000025
2357;1520720000025;1520720000331
2358;1520720000331;1520720000630
2359;1520720000631;1520720000931
2360;1520720000931;1520720001230
2361;1520720001230;1520720001530
2362;1520720001530;1520720001832
2363;1520720001833;1520720002130
2364;1520720002130;1520720002436
2365;1520720002436;1520720002731
2366;1520720002731;1520720003028
2367;1520720003029;1520720003332
2368;1520720003333;1520720003632
2369;1520720003632;1520720003930
2370;1520720003930;1520720004228
2371;1520720004229;1520720004532
2372;1520720004533;1520720004833
2373;1520720004833;1520720005132
2374;1520720005133;1520720005433
2375;1520720005433;1520720005732
2376;1520720005733;1520720006031
2377;1520720006031;1520720006329
2378;1520720006329;1520720006626
2379;1520720006626;1520720006931
2380;1520720006931;1520720007233
2381;1520720007233;1520720007534
2382;1520720007534;1520720007833
2383;1520720007833;1520720008132
2384;1520720008132;1520720008431
2385;1520720008431;1520720008730
2386;1520720008730;1520720009028
2387;1520720009029;1520720009326
2388;1520720009326;1520720009627
2389;1520720009627;1520720009932
2390;1520720009933;1520720010231
2391;1520720010231;1520720010532
2392;1520720010532;1520720010832
2393;1520720010833;1520720011130
2394;1520720011130;1520720011431
2395;1520720011431;1520720011729
2396;1520720011729;1520720012031
2397;1520720012031;1520720012329
2398;1520720012329;1520720012630
2399;1520720012630;1520720012929
2400;1520720012930;1520720013224
2401;1520720013225;1520720013525
2402;1520720013526;1520720013830
2403;1520720013830;1520720014128
2404;1520720014128;1520720014428
2405;1520720014429;1520720014729
2406;1520720014730;1520720015030
2407;1520720015031;1520720015338
2408;1520720015339;1520720015635
2409;1520720015635;1520720015935
2410;1520720015935;1520720016230
2411;1520720016230;1520720016529
2412;1520720016529;1520720016830
2413;1520720016831;1520720017128
2414;1520720017128;1520720017425
2415;1520720017426;1520720017725
2416;1520720017725;1520720018027
2417;1520720018027;1520720018328
2418;1520720018328;1520720018626
2419;1520720018626;1520720018926
2420;1520720018926;1520720019221
2421;1520720019221;1520720019519
2422;1520720019520;1520720019819
2423;1520720019820;1520720020117
2424;1520720020117;1520720020420
2425;1520720020420;1520720020716
2426;1520720020716;1520720021017
2427;1520720021017;1520720021315
2428;1520720021315;1520720021612
2429;1520720021612;1520720021910
2430;1520720021911;1520720022206
2431;1520720022207;1520720022505
2432;1520720022506;1520720022803
2433;1520720022804;1520720023102
2434;1520720023102;1520720023403
2435;1520720023403;1520720023702
2436;1520720023702;1520720024004
2437;1520720024004;1520720024302
2438;1520720024302;1520720024601
2439;1520720024601;1520720024901
2440;1520720024901;1520720025199
2441;1520720025199;1520720025497
2442;1520720025498;1520720025796
2443;1520720025797;1520720026095
2444;1520720026095;1520720026408
2445;1520720026408;1520720026715
2446;1520720026715;1520720027014
2447;1520720027014;1520720027308
2448;1520720027309;1520720027607
2449;1520720027607;1520720027905
2450;1520720027905;1520720028204
2451;1520720028204;1520720028501
2452;1520720028501;1520720028798
2453;1520720028799;1520720029095
2454;1520720029096;1520720029395
2455;1520720029396;1520720029694
2456;1520720029694;1520720029994
2457;1520720029994;1520720030291
2458;1520720030291;1520720030587
2459;1520720030587;1520720030885
2460;1520720030886;1520720031184
2461;1520720031184;1520720031480
2462;1520720031480;1520720031777
2463;1520720031777;1520720032076
2464;1520720032076;1520720032372
2465;1520720032373;1520720032666
2466;1520720032667;1520720032965
2467;1520720032966;1520720033260
2468;1520720033260;1520720033560
2469;1520720033560;1520720033857
2470;1520720033857;1520720034154
2471;1520720034155;1520720034450
2472;1520720034450;1520720034769
2473;1520720034769;1520720035065
2474;1520720035066;1520720035377
2475;1520720035377;1520720035704
2476;1520720035704;1520720036002
2477;1520720036002;1520720036295
2478;1520720036295;1520720036590
2479;1520720036591;1520720036886
2480;1520720036886;1520720037185
2481;1520720037185;1520720037479
2482;1520720037479;1520720037773
2483;1520720037773;1520720038070
2484;1520720038070;1520720038365
2485;1520720038365;1520720038661
2486;1520720038661;1520720038957
2487;1520720038957;1520720039253
2488;1520720039254;1520720039547
2489;1520720039548;1520720039844
2490;1520720039845;1520720040141
2491;1520720040142;1520720040439
2492;1520720040440;1520720040735
2493;1520720040736;1520720041029
2494;1520720041029;1520720041327
2495;1520720041327;1520720041623
2496;1520720041623;1520720041926
2497;1520720041927;1520720042221
2498;1520720042221;1520720042513
2499;1520720042514;1520720042809
2500;1520720042810;1520720043105
2501;1520720043105;1520720043399
2502;1520720043400;1520720043698
2503;1520720043698;1520720043992
2504;1520720043993;1520720044292
2505;1520720044292;1520720044590
2506;1520720044590;1520720044885
2507;1520720044886;1520720045181
2508;1520720045181;1520720045480
2509;1520720045480;1520720045772
2510;1520720045772;1520720046066
2511;1520720046066;1520720046359
2512;1520720046360;1520720046653
2513;1520720046654;1520720046953
2514;1520720046954;1520720047250
2515;1520720047250;1520720047549
2516;1520720047549;1520720047846
2517;1520720047847;1520720048143
2518;1520720048143;1520720048437
2519;1520720048438;1520720048733
2520;1520720048733;1520720049029
2521;1520720049030;1520720049323
2522;1520720049324;1520720049619
2523;1520720049619;1520720049911
2524;1520720049911;1520720050206
2525;1520720050206;1520720050497
2526;1520720050498;1520720050796
2527;1520720050796;1520720051092
2528;1520720051092;1520720051385
2529;1520720051386;1520720051679
2530;1520720051679;1520720051974
2531;1520720051974;1520720052267
2532;1520720052267;1520720052562
2533;1520720052562;1520720052858
2534;1520720052858;1520720053152
2535;1520720053152;1520720053447
2536;1520720053448;1520720053741
2537;1520720053742;1520720054035
2538;1520720054035;1520720054341
2539;1520720054341;1520720054633
2540;1520720054634;1520720054926
2541;1520720054926;1520720055216
2542;1520720055216;1520720055509
2543;1520720055510;1520720055804
2544;1520720055805;1520720056101
2545;1520720056101;1520720056397
2546;1520720056398;1520720056688
2547;1520720056688;1520720056979
2548;1520720056979;1520720057273
2549;1520720057273;1520720057568
2550;1520720057568;1520720057862
2551;1520720057862;1520720058153
